"t","icu","deaths","cases_imported","cases_community","cases_dorms","logcases_imported","logcases_community","logcases_dorms","infns_dorms","cumcases_imported","cumcases_community","cumcases_dorms","logcumcases_imported","logcumcases_community","logcumcases_dorms","cuminfns_dorms","logcuminfns_dorms"
36,1.29736556182394,0.00742152534337875,0.0341302953923788,3.91850363905709,0,0.00010169451968047,8,51,0,0.903089986991944,1.70757017609794,-0.301029995663981,0.000463486087651638,-0.301029995663981,-0.301029995663981,0.698970004336019,-0.301029995663981
37,1.44394420987664,0.0169013728027254,0.023235148048065,3.95395143989129,0,0.000129407282744524,8,57,0,0.903089986991944,1.75587485567249,-0.301029995663981,0.000592893370396163,-0.301029995663981,-0.301029995663981,0.698970004336019,-0.301029995663981
38,1.58792677906593,0.0287996547011546,0.00508563770791293,3.96460170396617,0.285915727546993,0.000164672193366789,8,59,0,0.903089986991944,1.77085201164214,-0.301029995663981,0.000757565563762951,-0.301029995663981,-0.301029995663981,0.301029995663981,-0.301029995663981
39,1.72916041437147,0.0417358971269125,0,3.96592277981815,1.74677671180004,0.000209547366084795,9,63,0,0.954242509439325,1.79934054945358,-0.301029995663981,0.000967112929847747,-0.301029995663981,-0.301029995663981,0.602059991327962,-0.301029995663981
40,1.86700554717721,0.054070269240322,0,3.96713680940093,2.74835247552359,0.000266651804387459,9,67,0,0.954242509439325,1.82607480270083,-0.301029995663981,0.00123376473423521,-0.301029995663981,-0.301029995663981,0.602059991327962,-0.301029995663981
41,2.00002469551499,0.064231097860982,0,3.96774162705344,3.00889734766873,0.000339318260368375,10,69,0,1,1.83884909073726,-0.301029995663981,0.00157308299460358,-0.301029995663981,-0.301029995663981,0.301029995663981,-0.301029995663981
42,2.12580778018497,0.0710304035508648,0,3.95734988219596,2.44517814948215,0.000431787754127336,10,75,0,1,1.8750612633917,-0.301029995663981,0.00200487074873092,-0.301029995663981,-0.301029995663981,0.778151250383644,-0.301029995663981
43,2.24099132326506,0.0738981359446969,0,3.91906896785189,1.19832821623141,0.000549457106950625,10,81,0,1,1.90848501887865,-0.301029995663981,0.00255432785568154,-0.301029995663981,-0.301029995663981,0.738560627359831,-0.301029995663981
44,2.3415062126317,0.072985120215846,0,3.83555720924233,0,0.000699193936788233,11,86,0,1.04139268515823,1.93449845124357,-0.301029995663981,0.00325352179246977,-0.301029995663981,-0.301029995663981,0.602059991327962,-0.301029995663981
45,2.42305205806998,0.0691151408099131,0.0234344884057884,3.69601699614604,0,0.000889737502450482,11,89.5,0,1.04139268515823,1.95181625804212,-0.301029995663981,0.00414325929492026,-0.301029995663981,-0.301029995663981,0.602059991327962,-0.301029995663981
46,2.48174989111083,0.0636006851152033,0.0479729105143853,3.5019942150664,0,0.00113220879414051,11,91,0,1.04139268515823,1.95904139232109,-0.301029995663981,0.00527546808906077,-0.301029995663981,-0.301029995663981,0,-0.301029995663981
47,2.51487800624867,0.057966587883809,0.0612473560204851,3.27008247203471,0,0.00144075964495359,11.5,96.5,0,1.06028696560293,1.98452148365291,-0.301029995663981,0.00671622773401436,-0.301029995663981,-0.301029995663981,0.698970004336019,-0.301029995663981
48,2.52155997043163,0.0536443958555283,0.0575921458305775,3.03043916324712,0,0.00183339875307379,12.5,98,0,1.09656229917723,1.99122607569249,-0.301029995663981,0.00854962648708815,-0.301029995663981,-0.301029995663981,0.301029995663981,-0.301029995663981
49,2.50326097400164,0.0517038335837237,0.035278944005773,2.82119516234379,0,0.00233304283131302,13,101,0,1.11394335230684,2.00432137378264,-0.301029995663981,0.0108826693184012,-0.301029995663981,-0.301029995663981,0.602059991327962,-0.301029995663981
50,2.46396671702654,0.0526761277420639,0,2.6800515315026,0.538257913272602,0.00296885424221806,13.5,104.5,0,1.13003569399254,2.01911131918436,-0.301029995663981,0.0138515235606192,-0.301029995663981,-0.301029995663981,0.477121254719662,-0.301029995663981
51,2.40996895260311,0.0565005696556829,0,2.63525198732183,2.13947586955436,0.00377794320038203,14,106,0,1.14612803567824,2.02530586526477,-0.301029995663981,0.0176294667610013,-0.301029995663981,-0.301029995663981,0,-0.301029995663981
52,2.34925621185455,0.0625966107190469,0,2.69842353722366,3.18828335277169,0.00480753390510278,14,108,0,1.14612803567824,2.03342375548695,-0.301029995663981,0.022437000666104,-0.301029995663981,-0.301029995663981,0.150514997831991,-0.301029995663981
53,2.29059198438319,0.0700360710090598,0,2.86137527860771,3.38064333273441,0.00611772104848595,15,111,0,1.17609125905568,2.04532297878666,-0.301029995663981,0.02855472171459,-0.301029995663981,-0.301029995663981,0.477121254719662,-0.301029995663981
54,2.24243605494967,0.0777700451693036,0,3.0979225257397,2.6402483353481,0.00778497760746553,15,115,0,1.17609125905568,2.06069784035361,-0.301029995663981,0.0363396993220555,-0.301029995663981,-0.301029995663981,0.602059991327962,-0.301029995663981
55,2.21190851771971,0.0848569312067098,0,3.37042884812861,1.14568575278663,0.00990661868488303,16,118,0,1.20411998265592,2.07188200730613,-0.301029995663981,0.0462463180069385,-0.301029995663981,-0.301029995663981,0.477121254719662,-0.301029995663981
56,2.20399671216037,0.0906427094346301,0.0641767074601525,3.63941332800619,0,0.012606481974947,16,122,0,1.20411998265592,2.08635983067475,-0.301029995663981,0.0588527999818855,-0.301029995663981,-0.301029995663981,0.602059991327962,-0.301029995663981
57,2.22115961486872,0.0948600305802557,0.210875304364756,3.87364218201426,0,0.0160421564500925,16.5,125,0,1.2172844520171,2.09691001300806,-0.301029995663981,0.074894956431978,-0.301029995663981,-0.301029995663981,0.477121254719662,-0.301029995663981
58,2.26340077514742,0.0976342826066845,0.399132091303929,4.05789653776579,0,0.0204141812454342,17,130.5,0,1.23044892137827,2.1156073239813,-0.301029995663981,0.0953091376774123,-0.301029995663981,-0.301029995663981,0.698970004336019,-0.301029995663981
59,2.32877908375488,0.0994069141849163,0.625930804127427,4.19617539640181,0,0.025977751729543,17.5,134.5,0,1.24286071324079,2.12871928342991,-0.301029995663981,0.121286889406955,-0.301029995663981,0,0.602059991327962,0
